disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,declarationDate,disasterType,incidentType,title
870,0,1,1,1,OH,1990-06-06T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
871,0,1,1,1,IL,1990-06-22T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
872,0,1,1,1,CA,1990-06-30T00:00:00 -04:00,DR,Fire,FIRES
873,0,1,1,1,NE,1990-07-04T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
874,0,1,1,1,WI,1990-07-13T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
875,0,0,1,1,VT,1990-07-25T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
876,0,0,1,1,NH,1990-08-29T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
877,0,1,0,0,WI,1990-08-30T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
878,0,1,1,1,IL,1990-08-29T00:00:00 -04:00,DR,Tornado,TORNADOES
879,0,1,1,1,IA,1990-09-06T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
880,0,1,1,1,GA,1990-10-19T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
881,0,1,1,1,SC,1990-10-22T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
882,0,1,1,1,PW,1990-11-28T00:00:00 -05:00,DR,Typhoon,TYPHOON MIKE
883,0,1,1,1,WA,1990-11-26T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
884,0,0,1,1,AZ,1990-12-06T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
885,0,1,1,1,IN,1990-12-06T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
886,0,1,1,1,FM,1990-12-14T00:00:00 -05:00,DR,Typhoon,TYPHOON OWEN
887,0,1,1,1,GU,1990-12-24T00:00:00 -05:00,DR,Typhoon,TYPHOON RUSS
888,0,1,0,0,MS,1991-01-03T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
889,0,1,1,1,TN,1991-01-04T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
890,0,1,1,1,AL,1991-01-04T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
891,0,1,1,1,IN,1991-01-05T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
892,0,1,1,1,FM,1991-01-17T00:00:00 -05:00,DR,Typhoon,TYPHOON RUSS
893,0,0,1,1,KY,1991-01-29T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
894,0,1,0,0,CA,1991-02-11T00:00:00 -05:00,DR,Freezing,SEVERE FREEZE
895,0,1,1,1,MS,1991-03-05T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
896,0,0,1,1,WA,1991-03-08T00:00:00 -05:00,DR,Flood,SEVERE STORMS & HIGH TIDES
897,0,1,1,1,GA,1991-03-15T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
898,0,0,1,1,NY,1991-03-21T00:00:00 -05:00,DR,Snow,SEVERE WINTER STORM
899,0,0,1,1,IN,1991-03-29T00:00:00 -05:00,DR,Severe Ice Storm,SEVERE ICE STORM
900,0,1,1,1,TX,1991-04-12T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
901,0,0,1,1,ME,1991-04-19T00:00:00 -04:00,DR,Snow,"SEVERE STORMS, ICE JAMS & FLOODING"
902,0,1,1,1,LA,1991-04-23T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
903,0,1,1,1,KS,1991-04-29T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
904,0,1,1,1,LA,1991-05-03T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
905,0,1,1,1,OK,1991-05-08T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
906,0,1,1,1,MS,1991-05-17T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
907,0,0,1,1,AR,1991-05-30T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
908,0,0,1,1,NE,1991-05-28T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
909,0,0,1,1,AK,1991-05-30T00:00:00 -04:00,DR,Snow,"HEAVY SNOW, ICE JAMS & FLOODING"
910,0,0,1,1,TN,1991-06-21T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
911,0,1,1,1,IA,1991-07-12T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
912,0,0,1,1,WI,1991-08-06T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS & HAIL
913,0,1,1,1,RI,1991-08-26T00:00:00 -04:00,DR,Hurricane,HURRICANE BOB
914,0,1,1,1,MA,1991-08-26T00:00:00 -04:00,DR,Hurricane,HURRICANE BOB
915,0,1,1,1,ME,1991-08-28T00:00:00 -04:00,DR,Hurricane,HURRICANE BOB & FLOODING
916,0,0,1,1,CT,1991-08-30T00:00:00 -04:00,DR,Hurricane,HURRICANE BOB
917,0,0,1,1,NH,1991-09-09T00:00:00 -04:00,DR,Hurricane,HURRICANE BOB & SEVERE STORMS
918,0,0,1,1,NY,1991-09-16T00:00:00 -04:00,DR,Hurricane,HURRICANE BOB
919,0,1,1,1,CA,1991-10-22T00:00:00 -04:00,DR,Fire,OAKLAND HILLS FIRE
920,0,1,1,1,MA,1991-11-04T00:00:00 -05:00,DR,Coastal Storm,COASTAL STORM
921,0,1,1,1,ME,1991-11-07T00:00:00 -05:00,DR,Coastal Storm,COASTAL STORM
922,0,1,1,1,WA,1991-11-13T00:00:00 -05:00,DR,Fire,FIRES
923,0,1,1,1,NH,1991-11-13T00:00:00 -05:00,DR,Coastal Storm,COASTAL STORM
924,0,1,1,1,GU,1991-12-04T00:00:00 -05:00,DR,Typhoon,TYPHOON YURI
925,0,1,1,1,MH,1991-12-06T00:00:00 -05:00,DR,Typhoon,TYPHOON ZELDA
926,0,1,1,1,FM,1991-12-10T00:00:00 -05:00,DR,Typhoon,TYPHOON YURI
927,0,1,1,1,AS,1991-12-13T00:00:00 -05:00,DR,Hurricane,HURRICANE VAL
928,0,0,1,1,IA,1991-12-26T00:00:00 -05:00,DR,Severe Ice Storm,ICE STORM
929,0,0,1,1,MN,1991-12-26T00:00:00 -05:00,DR,Severe Ice Storm,ICE STORM
930,0,1,1,1,TX,1991-12-26T00:00:00 -05:00,DR,Flood,SEVERE THUNDERSTORMS
931,0,1,1,1,PR,1992-01-22T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
932,0,1,1,1,MH,1992-02-07T00:00:00 -05:00,DR,Flood,TROPICAL STORM AXEL
933,0,0,1,1,DE,1992-02-06T00:00:00 -05:00,DR,Flood,SEVERE COASTAL STORM
934,0,0,1,1,FM,1992-02-07T00:00:00 -05:00,DR,Typhoon,TYPHOON AXEL
935,0,1,1,1,CA,1992-02-25T00:00:00 -05:00,DR,Flood,"RAIN/SNOW/WIND STORMS, FLOODING, MUDSLIDES"
936,0,0,1,1,NJ,1992-03-03T00:00:00 -05:00,DR,Severe Storm(s),SEVERE COASTAL STORM
937,0,1,0,0,TX,1992-03-20T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
938,0,1,1,1,VT,1992-03-18T00:00:00 -05:00,DR,Flood,"HEAVY RAINS, ICE JAMS & FLOODING"
939,0,1,1,1,MS,1992-03-20T00:00:00 -05:00,DR,Tornado,SEVERE STORMS & TORNADOES
940,0,0,1,1,ME,1992-03-27T00:00:00 -05:00,DR,Flood,"HEAVY RAINS, ICE JAMS & FLOODING"
941,0,1,1,1,IL,1992-04-15T00:00:00 -04:00,DR,Flood,FLOODING
942,0,1,1,1,CA,1992-05-02T00:00:00 -04:00,DR,Fire,FIRE DURING A PERIOD OF CIVIL UNREST
943,0,1,1,1,CA,1992-05-04T00:00:00 -04:00,DR,Earthquake,EARTHQUAKE & AFTERSHOCKS
944,0,1,1,1,VA,1992-05-19T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
945,0,1,1,1,NM,1992-06-18T00:00:00 -04:00,DR,Flood,"THUNDERSTORMS, HAIL & FLOODING"
946,0,1,1,1,MN,1992-06-26T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
947,0,1,1,1,CA,1992-07-02T00:00:00 -04:00,DR,Earthquake,EARTHQUAKE & AFTERSHOCKS
948,0,0,1,1,SD,1992-07-02T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
949,0,1,0,0,TX,1992-07-02T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
950,0,0,1,1,AR,1992-07-24T00:00:00 -04:00,DR,Severe Storm(s),SEVERE THUNDERSTORMS
951,0,1,1,1,OH,1992-08-04T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
952,0,0,1,1,FL,1992-08-14T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
953,0,1,1,1,IN,1992-08-17T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLASH FLOODING
954,0,0,1,1,NE,1992-08-19T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
955,0,1,1,1,FL,1992-08-24T00:00:00 -04:00,DR,Hurricane,HURRICANE ANDREW
956,0,1,1,1,LA,1992-08-26T00:00:00 -04:00,DR,Hurricane,HURRICANE ANDREW
957,0,1,1,1,GU,1992-08-28T00:00:00 -04:00,DR,Typhoon,TYPHOON OMAR
958,0,1,1,1,CA,1992-08-29T00:00:00 -04:00,DR,Fire,OLD GULCH & FOUNTAIN FIRES
959,0,1,1,1,WI,1992-09-02T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
960,0,1,0,0,TX,1992-09-09T00:00:00 -04:00,DR,Severe Storm(s),EXCESSIVE RAIN & HAIL
961,0,1,1,1,HI,1992-09-12T00:00:00 -04:00,DR,Hurricane,HURRICANE INIKI
962,0,0,1,1,IN,1992-09-18T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
963,0,0,1,1,WI,1992-09-18T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
964,0,1,1,1,WI,1992-09-30T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
965,0,0,1,1,IA,1992-10-02T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
966,0,1,1,1,FL,1992-10-08T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
967,0,1,1,1,MS,1992-10-17T00:00:00 -04:00,DR,Tornado,"WIND STORMS, TORNADOES & HAIL"
968,0,1,1,1,MS,1992-11-25T00:00:00 -05:00,DR,Tornado,"SEVERE STORMS, HIGH WINDS & TORNADOES"
969,0,1,1,1,GA,1992-12-01T00:00:00 -05:00,DR,Tornado,"HIGH WINDS, HEAVY RAINS & TORNADOES"
970,0,1,0,0,TX,1992-12-04T00:00:00 -05:00,DR,Tornado,SEVERE THUNDERSTORMS & TORNADOES
971,0,1,1,1,MH,1992-12-16T00:00:00 -05:00,DR,Typhoon,TYPHOON GAY
972,0,1,1,1,CT,1992-12-17T00:00:00 -05:00,DR,Flood,WINTER STORM & COASTAL FLOODING
973,0,1,1,1,NJ,1992-12-18T00:00:00 -05:00,DR,Flood,"COASTAL STORM, HIGH TIDES, HEAVY RAIN, & FLOODING"
974,0,1,1,1,NY,1992-12-21T00:00:00 -05:00,DR,Flood,"COASTAL STORM, HIGH TIDES, HEAVY RAIN, & FLOODING"
975,0,1,1,1,MA,1992-12-21T00:00:00 -05:00,DR,Coastal Storm,WINTER COASTAL STORM
976,0,0,1,1,DE,1993-01-15T00:00:00 -05:00,DR,Coastal Storm,SEVERE COASTAL STORM & FLOODING
977,0,1,1,1,AZ,1993-01-19T00:00:00 -05:00,DR,Flood,"SEVERE STORMS, TORNADOES & FLOODING"
978,0,1,0,0,LA,1993-02-02T00:00:00 -05:00,DR,Flood,SEVERE STORMS & FLOODING
979,0,1,1,1,CA,1993-02-03T00:00:00 -05:00,DR,Flood,"SEVERE WINTER STORM, MUD & LAND SLIDES, & FLOODING"
980,0,1,1,1,GA,1993-03-04T00:00:00 -05:00,DR,Tornado,"TORNADOES, HIGH WINDS & HEAVY RAINS"
981,0,0,1,1,WA,1993-03-04T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS & HIGH WIND
982,0,1,1,1,FL,1993-03-13T00:00:00 -05:00,DR,Tornado,"TORNADOES, FLOODING, HIGH WINDS & TIDES, FREEZING"
983,0,0,1,1,NE,1993-04-02T00:00:00 -05:00,DR,Flood,ICE JAMS & FLOODING
984,0,0,1,1,NY,1993-04-02T00:00:00 -05:00,DR,Human Cause,EXPLOSION AT WORLD TRADE CENTER
985,0,0,1,1,OR,1993-04-26T00:00:00 -04:00,DR,Earthquake,EARTHQUAKE
986,0,1,1,1,IA,1993-04-26T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
987,0,1,0,0,OK,1993-04-26T00:00:00 -04:00,DR,Tornado,SEVERE STORMS & TORNADOES
988,0,0,1,1,ME,1993-05-11T00:00:00 -04:00,DR,Flood,"HEAVY RAIN, SNOWMELT, ICE JAMS & FLOODING"
989,0,1,0,0,MO,1993-05-11T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
990,0,0,1,1,VT,1993-05-12T00:00:00 -04:00,DR,Flood,"HEAVY RAIN, SNOWMELT & FLOODING"
991,0,1,1,1,OK,1993-05-12T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
992,0,0,1,1,NM,1993-06-07T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
993,0,1,1,1,MN,1993-06-11T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
994,0,1,1,1,WI,1993-07-02T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
995,0,1,1,1,MO,1993-07-09T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
996,0,1,1,1,IA,1993-07-09T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
997,0,1,1,1,IL,1993-07-09T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
998,0,1,1,1,NE,1993-07-19T00:00:00 -04:00,DR,Flood,SEVERE STORMS AND FLOODING
999,0,1,1,1,SD,1993-07-19T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES & FLOODING"
1000,0,1,1,1,KS,1993-07-22T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
1001,0,1,1,1,ND,1993-07-26T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING
1002,0,1,0,0,IN,1993-09-09T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1003,0,1,1,0,NC,1993-09-10T00:00:00 -04:00,DR,Hurricane,HURRICANE EMILY
1004,0,0,1,1,OR,1993-10-15T00:00:00 -04:00,DR,Earthquake,EARTHQUAKES
1005,0,1,1,1,CA,1993-10-28T00:00:00 -04:00,DR,Fire,"FIRES, MUD/LANDSLIDES, FLOODING, SOIL EROSION"
1006,0,1,1,1,MO,1993-12-01T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING"
1007,0,1,0,0,VA,1993-12-22T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1008,0,1,1,1,CA,1994-01-17T00:00:00 -05:00,DR,Earthquake, NORTHRIDGE EARTHQUAKE
1009,0,0,1,1,MS,1994-02-18T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE WINTER STORM, FREEEZING RAIN AND SLEET"
1010,0,0,1,1,TN,1994-02-28T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE WINTER ICE STORM,FLASH FLOODING"
1011,0,0,1,1,AR,1994-02-28T00:00:00 -05:00,DR,Snow,SEVERE WINTER ICE STORM
1012,0,0,1,1,LA,1994-02-28T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER ICE STORM
1013,0,0,1,1,AL,1994-03-03T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE WINTER STORMS, FREEZING, FLOODING"
1014,0,0,1,1,VA,1994-03-10T00:00:00 -05:00,DR,Snow,"SEVERE ICE STORMS, FLOODING"
1015,0,0,1,1,PA,1994-03-10T00:00:00 -05:00,DR,Severe Storm(s),SEVERE WINTER STORMS
1016,0,0,1,1,MD,1994-03-16T00:00:00 -05:00,DR,Snow,SEVERE WINTER WEATHER AND ICE STORMS
1017,0,0,1,1,DE,1994-03-16T00:00:00 -05:00,DR,Severe Storm(s),SEVERE ICE STORMS AND FLOODING
1018,0,0,1,1,KY,1994-03-16T00:00:00 -05:00,DR,Snow,"SEVERE WEATHER, FREEZING RAIN, SLEET, SNW"
1019,0,1,1,1,AL,1994-03-30T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING"
1020,0,1,1,1,GA,1994-03-31T00:00:00 -05:00,DR,Tornado,"TORNADOES, FLOODING, AND SEVERE STORMS"
1021,0,0,1,1,VA,1994-04-11T00:00:00 -04:00,DR,Severe Storm(s),SEVERE WINTER ICE STORM
1022,0,1,1,1,TN,1994-04-14T00:00:00 -04:00,DR,Flood,EXTENSIVE RAINFALL AND FLASH FLOODING
1023,0,1,0,0,MO,1994-04-21T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODING"
1024,0,1,0,0,OK,1994-04-21T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1025,0,1,1,1,IL,1994-04-26T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1026,0,1,0,0,TX,1994-04-29T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1027,0,0,1,1,NE,1994-05-09T00:00:00 -04:00,DR,Snow,SEVERE SNOW AND ICE STORM
1028,0,0,1,1,MI,1994-05-10T00:00:00 -04:00,DR,Freezing,SEVERE DEEP FREEZE
1029,0,1,0,0,ME,1994-05-13T00:00:00 -04:00,DR,Flood,FLOODING AND ICE JAMS
1030,0,0,1,1,DC,1994-06-17T00:00:00 -04:00,DR,Severe Storm(s),SEVERE WINTER ICE STORM
1031,0,0,1,1,SD,1994-06-21T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1032,0,0,1,1,ND,1994-07-01T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING"
1033,0,1,1,1,GA,1994-07-07T00:00:00 -04:00,DR,Tornado,"TORNADOES, FLOODING TORRENTIAL RAIN(TROP STORM ALBERTO)"
1034,0,1,1,1,AL,1994-07-08T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING (TROPICAL STORM ALBERTO)
1035,0,1,1,1,FL,1994-07-10T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING (TROPICAL STORM ALBERTO)
1036,0,1,0,0,OR,1994-08-02T00:00:00 -04:00,DR,Fishing Losses,THE EL NINO (THE SALMON INDUSTRY)
1037,0,1,0,0,WA,1994-08-02T00:00:00 -04:00,DR,Fishing Losses,THE EL NINO (THE SALMON INDUSTRY)
1038,0,1,0,0,CA,1994-09-13T00:00:00 -04:00,DR,Fishing Losses,THE EL NINO (THE SALMON INDUSTRY)
1039,0,1,1,1,AK,1994-09-13T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1040,0,0,1,1,MH,1994-10-06T00:00:00 -04:00,DR,Coastal Storm,HIGH SURF AND WAVE ACTION
1041,0,1,1,1,TX,1994-10-18T00:00:00 -04:00,DR,Flood,SEVERE THUNDERSTORMS AND FLOODING
1042,0,1,1,1,GA,1994-10-19T00:00:00 -04:00,DR,Severe Storm(s),"HEAVY RAINS, TORNADOS, FLOODING, HIGH WINDS"
1043,0,1,0,0,FL,1994-11-28T00:00:00 -05:00,DR,Severe Storm(s),TROPICAL STORM GORDON TORNADOES FLOODING RAINFALL
1044,0,1,1,1,CA,1995-01-10T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, MUD FLOWS"
1045,0,0,1,1,SD,1995-03-14T00:00:00 -05:00,DR,Snow,SEVERE WINTER STORMS
1046,0,1,1,1,CA,1995-03-12T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING LANDSLIDES, MUD FLOW"
1047,0,1,1,1,AL,1995-04-21T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES"
1048,0,1,1,1,OK,1995-04-26T00:00:00 -04:00,DR,Human Cause,EXPLOSION AT FEDERAL COURTHOUSE IN OKLAHOMA CITY
1049,0,1,1,1,LA,1995-05-10T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1050,0,1,1,1,ND,1995-05-16T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND GROUND SATURATION"
1051,0,1,0,0,MS,1995-05-12T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODING"
1052,0,1,1,1,SD,1995-05-26T00:00:00 -04:00,DR,Flood,FLOODING
1053,0,1,1,1,IL,1995-05-30T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1054,0,1,1,1,MO,1995-06-02T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, HAIL, FLOODING"
1055,0,1,1,1,KY,1995-06-13T00:00:00 -04:00,DR,Tornado,"TORNADOES, SEVERE WINDS, HAIL"
1056,0,1,0,0,TX,1995-06-13T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, HAIL, FLOODING, AND TORNADOES"
1057,0,0,1,1,TN,1995-06-14T00:00:00 -04:00,DR,Tornado,TORNADOES
1058,0,0,1,1,OK,1995-06-26T00:00:00 -04:00,DR,Tornado,"TORNADOES, SEVERE STORMS AND FLOODING"
1059,0,1,1,1,VA,1995-07-01T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1060,0,1,1,1,WV,1995-07-12T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE STORMS, HEAVY RAINS, FLOODING, MUDSLIDES"
1061,0,0,1,1,OR,1995-08-03T00:00:00 -04:00,DR,Flood,FLOODING
1062,0,1,1,1,FL,1995-08-10T00:00:00 -04:00,DR,Hurricane,HURICANE ERIN
1063,0,1,1,1,VT,1995-08-16T00:00:00 -04:00,DR,Severe Storm(s),"EXCESSIVE RAINFALL, FLOODING"
1064,0,0,1,1,MN,1995-08-18T00:00:00 -04:00,DR,Severe Storm(s),"SEVERE THUNDERSTORMS, WINDS, FLOODING, TORNADOES, AND HEAT"
1065,0,1,0,0,OH,1995-08-25T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1066,0,0,1,1,OK,1995-09-01T00:00:00 -04:00,DR,Severe Storm(s),SEVERE STORMS AND FLOODING
1067,0,1,1,1,VI,1995-09-16T00:00:00 -04:00,DR,Hurricane,HURRICANE MARILYN
1068,0,1,1,1,PR,1995-09-16T00:00:00 -04:00,DR,Hurricane,HURRICANE MARILYN
1069,0,1,1,1,FL,1995-10-04T00:00:00 -04:00,DR,Hurricane,HURRICANE OPAL
1070,0,1,1,1,AL,1995-10-04T00:00:00 -04:00,DR,Hurricane,HURRICANE OPAL
1071,0,1,1,1,GA,1995-10-10T00:00:00 -04:00,DR,Hurricane,HURRICANE OPAL
1072,0,0,1,1,AK,1995-10-13T00:00:00 -04:00,DR,Flood,FLOODING
1073,0,0,1,1,NC,1995-10-23T00:00:00 -04:00,DR,Flood,"SEVERE STORMS, FLOODING, HIGH WINDS"
1074,0,1,1,1,FL,1995-10-27T00:00:00 -04:00,DR,Flood,SEVERE FLOODING
1075,0,0,1,1,SD,1996-01-05T00:00:00 -05:00,DR,Snow,SEVERE WINTER STORM
1076,0,1,0,0,GA,1995-12-20T00:00:00 -05:00,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES
1077,0,0,1,1,NH,1996-01-03T00:00:00 -05:00,DR,Flood,"EXCESSIVE RAINFALL, HIGH WINDS, AND FLOODING"
1078,0,0,1,1,MN,1996-01-05T00:00:00 -05:00,DR,Snow,"HIGH WINDS, FREEZING RAIN, HEAVY SNOWFALL"
1079,0,1,1,1,WA,1996-01-03T00:00:00 -05:00,DR,Severe Storm(s),"SEVERE STORMS, HIGH WIND, AND FLOODING"
1080,0,0,1,1,DC,1996-01-11T00:00:00 -05:00,DR,Severe Storm(s),BLIZZARD OF 96 (SEVERE SNOW STORM)
1081,0,0,1,1,MD,1996-01-11T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 (SEVERE SNOW STORM)
1082,0,0,1,1,DE,1996-01-12T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 (SEVERE SNOW STORM)
1083,0,0,1,1,NY,1996-01-12T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 (SEVERE SNOW STORM)
1084,0,0,1,1,WV,1996-01-13T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 (SEVERE SNOW STORM)
1085,0,0,1,1,PA,1996-01-13T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 
1086,0,0,1,1,VA,1996-01-13T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 (SEVERE SNOW STORM)
1087,0,0,1,1,NC,1996-01-13T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 
1088,0,0,1,1,NJ,1996-01-13T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 (SEVERE SNOW STORM)
1089,0,0,1,1,KY,1996-01-13T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 
1090,0,0,1,1,MA,1996-01-24T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 
1091,0,0,1,1,RI,1996-01-24T00:00:00 -05:00,DR,Snow,BLIZZARD OF 96 (SEVERE SNOW STORM)
1092,0,0,1,1,CT,1996-01-24T00:00:00 -05:00,DR,Snow,BLIZZARD 0F 96 
1093,0,1,1,1,PA,1996-01-21T00:00:00 -05:00,DR,Flood,SEVERE STORMS AND FLOODING
1094,0,1,1,1,MD,1996-01-23T00:00:00 -05:00,DR,Flood,SEVERE STORMS AND FLOODING
1095,0,1,1,1,NY,1996-01-24T00:00:00 -05:00,DR,Flood,SEVERE STORMS AND FLOODING
1096,0,1,1,1,WV,1996-01-25T00:00:00 -05:00,DR,Flood,FLOODING
1097,0,1,1,1,OH,1996-01-27T00:00:00 -05:00,DR,Flood,SEVERE STORMS AND FLOODING
1098,0,1,1,1,VA,1996-01-27T00:00:00 -05:00,DR,Flood,"FLOODING, HIGH WINDS, AND WIND DRIVEN RAIN"
1099,0,1,1,1,OR,1996-02-09T00:00:00 -05:00,DR,Flood,"HIGH WINDS, SEVERE  STORMS AND FLOODING"
1100,0,1,1,1,WA,1996-02-09T00:00:00 -05:00,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING"
1101,0,0,1,1,VT,1996-02-13T00:00:00 -05:00,DR,Flood,ICE JAMS AND FLOODING
